gene,AT2,Ciliated,Basal,AT1,Secretory,Goblet
IGKV2-4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2-10,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV1-13,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2-14,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2-18,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2-19,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV6-21,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV1-22,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2-23,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV3-25,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2-26,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2-29,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV3-31,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV1-32,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV1-33,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV3-34,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV1-35,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2-36,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV1-37,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2-38,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2-40,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2D-38,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV1D-37,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2D-36,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV1D-35,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV3D-34,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV1D-32,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV3D-31,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV1D-27,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV3D-25,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2D-24,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2D-23,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV1D-22,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV6D-21,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2D-19,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2D-18,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV6D-41,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2D-14,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2D-10,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV1D-42,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV3D-7,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV1OR2-118,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV1OR2-1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TEKT4,0.014870411,0.023621453,0.016089667,0.013064847,0.0145342825,0.015906077
IGKV2OR2-1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2OR2-2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV1OR2-3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC159540.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV1OR2-9,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2OR2-7D,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV3OR2-5,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV1OR2-6,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2OR2-7,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV2OR2-8,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGKV1OR2-11,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
VWA3B,0.01506476,0.034543663,0.015815169,0.015108528,0.01827615,0.020998232
KIAA1211L,0.027292388,0.028849797,0.022977917,0.03388867,0.026555343,0.028162835
TSGA10,0.031282082,0.030908016,0.026315778,0.03287744,0.028418519,0.027145643
AC013727.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01831,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC013402.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC068057.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
FHL2,0.016492803,0.015003918,0.04512978,0.021824822,0.033848293,0.032210562
ECRG4,0.017666161,0.045619432,0.024316266,0.01746515,0.0206569,0.019817952
LINC01593,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
MALL,0.044774678,0.016683403,0.027215634,0.037917297,0.03724915,0.030011903
NPHP1,0.02948287,0.03420468,0.02375224,0.03277439,0.023800893,0.022232458
IL36A,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
RABL2A,0.028256627,0.02982919,0.022242563,0.028739337,0.022567963,0.021204915
AC010982.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DPP10-AS2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
EN1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DBI,0.05538978,0.0424329,0.044204064,0.039483324,0.045966893,0.046808764
CFAP221,0.0391531,0.036163382,0.015431898,0.028371196,0.020831699,0.015806515
AC068483.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC018865.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CCDC74B,0.013116583,0.026686093,0.017430732,0.013378995,0.015005354,0.014801318
LINC01120,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CCDC74A,0.019602614,0.03354675,0.02216558,0.016298437,0.017679788,0.018576102
AC103564.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC097532.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
NCKAP5,0.023588868,0.015260115,0.025664784,0.06856818,0.022834893,0.021926008
TMEM163,0.042629328,0.014031425,0.012129801,0.025677051,0.018639527,0.022605123
MAP3K19,0.017600592,0.029142668,0.013594963,0.021992264,0.0155933425,0.013445906
AC011893.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC016710.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC078851.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC079584.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LINC01966,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC079163.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
RND3,0.028317176,0.021678261,0.043445516,0.03272309,0.04016211,0.04070636
AC009227.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DAPL1,0.022930328,0.016862268,0.03899989,0.020768907,0.021333182,0.030458177
AC009487.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DHRS9,0.014055152,0.02451862,0.020700742,0.015267408,0.028377911,0.04399326
CCDC173,0.023621455,0.036611777,0.016454808,0.025113804,0.019407447,0.016853483
AC016751.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
EVX2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
HOXD13,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
HOXD12,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC017048.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OSBPL6,0.030181939,0.030315934,0.021799235,0.023340903,0.022119043,0.018173283
TTN,0.045010302,0.014245465,0.016939215,0.027421148,0.015630407,0.015410988
ZNF385B,0.04922814,0.014102645,0.018168943,0.038791593,0.018748032,0.012520335
AC020595.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CERKL,0.0126664005,0.021617983,0.012414441,0.0136602,0.013165225,0.013166161
AC013733.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TFPI,0.050104905,0.019926177,0.02573617,0.028069505,0.040582053,0.02974912
AC013401.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC068135.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DNAH7,0.029058544,0.040441446,0.017378645,0.031922176,0.020569919,0.020101262
AC013264.1,0.020570142,0.046935797,0.016683403,0.018797617,0.022474427,0.019204305
AC020719.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
FLACC1,0.020196274,0.02064262,0.013431005,0.021870382,0.012910555,0.013892677
KIAA2012,0.01692638,0.025487324,0.013197877,0.018716034,0.015127087,0.012784446
AC009965.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC009498.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC016903.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
EEF1B2,0.052769527,0.034600846,0.055096064,0.040376693,0.052057564,0.04958265
AC010731.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC010731.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
MDH1B,0.017196996,0.026024047,0.018571667,0.016210321,0.015667507,0.015719624
CRYGC,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
MAP2,0.024417227,0.014269319,0.016404215,0.051079728,0.014981055,0.017175227
SPAG16,0.03566614,0.04679759,0.029568862,0.037158404,0.03373909,0.03143187
AC122136.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IGFBP2,0.024115657,0.051667124,0.05231504,0.0230844,0.03320344,0.038857557
IGFBP5,0.020497853,0.03560507,0.029851042,0.021165552,0.03341567,0.029191837
AC007557.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC007557.4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CATIP,0.019199722,0.02496324,0.014007713,0.017037349,0.015322687,0.014632351
CFAP65,0.02562918,0.028725607,0.01562921,0.016895968,0.021497466,0.023319218
TUBA4B,0.014652946,0.034948207,0.015852476,0.016185189,0.018329713,0.015657688
LINC01803,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC013448.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
SERPINE2,0.014245467,0.012357373,0.030315934,0.012868214,0.012680312,0.01765725
COL4A4,0.035303168,0.013093383,0.015666325,0.048125792,0.013737969,0.01254324
COL4A3,0.03554423,0.013070196,0.014090767,0.053766422,0.014330722,0.012326109
DAW1,0.018329404,0.028076058,0.013736011,0.025784265,0.014354616,0.013821813
AC012070.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DNER,0.014245467,0.020210559,0.015431898,0.015922347,0.013037703,0.014488106
NPPC,0.013384279,0.012220697,0.032153204,-0.009351721,0.012189245,0.014922467
AC005538.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC006037.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC122134.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC114814.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IQCA1,0.027897097,0.027956573,0.027408049,0.034165174,0.024910929,0.023464566
MLPH,0.04873249,0.022599725,0.020181991,0.03689157,0.036520824,0.036298852
TRAF3IP1,0.031712342,0.031047393,0.027330868,0.033562783,0.025771441,0.028404975
AC093802.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR6B2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
GPC1,0.029525818,0.016785495,0.03524346,0.033455536,0.02723451,0.031008221
ANKMY1,0.030450907,0.026389332,0.022088828,0.029843446,0.024131725,0.02459234
AQP12B,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AQP12A,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CROCC2,0.013865732,0.024282712,0.013163017,0.015377801,0.014080704,0.013786426
AC093642.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CHL1,0.016303252,0.018870404,0.03754967,0.019388903,0.032379825,0.036235306
CNTN6,0.020788157,0.012494458,0.016939215,0.04422519,0.013526666,-0.009360258
IL5RA,0.013466087,0.021378245,0.012873604,0.01807106,0.01233715,0.012680913
AC026202.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
GRM7-AS2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
SRGAP3,0.02624248,0.027798347,0.034373302,0.02161326,0.037047062,0.031195292
SRGAP3-AS2,0.013047022,0.02926954,0.013889359,0.014156959,0.01585359,0.01434439
LINC00606,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC018495.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC090957.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC010139.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
EFHB,0.017522085,0.025700448,0.017222883,0.01714055,0.016646033,0.016968954
AC099754.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
NEK10,0.01885676,0.03884828,0.016862268,0.019347265,0.020978227,0.016649174
RBMS3,0.035124715,0.018356228,0.02922716,0.058953114,0.03698029,0.025778102
ARPP21-AS1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DLEC1,0.02210416,0.028357642,0.01636632,0.025928037,0.017574932,0.017696649
AC116038.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
TTC21A,0.026911413,0.026949199,0.019926177,0.0282903,0.021966059,0.019902648
AC122683.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KLHL40,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CCDC13,0.019982828,0.021081584,0.013736011,0.017491257,0.014414414,0.013084912
AC006055.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC098649.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
LTF,0.02455252,0.015333638,0.026352525,0.017308941,0.051841803,0.028815195
RTP3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
KIF9,0.035006832,0.04666094,0.026574321,0.031582862,0.029547745,0.027804986
COL7A1,0.012827476,0.012931334,0.034148853,0.013967004,0.012645878,0.018998006
P4HTM,0.035065666,0.037618928,0.028196255,0.033998724,0.03116557,0.030869164
CDHR4,0.015113503,0.035065662,0.016190015,0.0154638905,0.019062176,0.015460194
SEMA3B,0.027996326,0.014628856,0.020082233,0.04695823,0.023998834,0.023659732
ZMYND10,0.024756962,0.048732486,0.02026778,0.018418744,0.024332482,0.022170873
CACNA2D2,0.043031108,0.012643435,0.014773606,0.040086295,0.01737924,0.01375107
IQCF6,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IQCF2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
IQCF5-AS1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
DNAH1,0.023426598,0.022196347,0.016607035,0.022893766,0.017145947,0.018306972
DNAH12,0.021140654,0.05066543,0.017482901,0.020929802,0.022396745,0.01828019
FAM3D,0.014870411,0.017982777,0.025700448,0.014635849,0.03935786,0.05189124
SNTN,0.01885676,0.055096064,0.020039588,0.018675322,0.023442209,0.021027664
PRICKLE2-AS1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC099328.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC104445.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC105265.3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC105265.4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC112219.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC134508.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PDZRN3-AS1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC117462.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC099542.2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
AC108733.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5AC2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5H6,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5H2,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5K4,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
OR5K3,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
COL8A1,0.039944556,0.014496644,0.0140551515,0.05541625,0.016824633,0.012326109
TMEM45A,0.023556327,0.015162309,0.022506066,0.024060657,0.055652387,0.03157531
AC063938.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
HHLA2,0.021170238,0.021920772,0.012746864,0.022767484,0.012945195,0.01368045
DZIP3,0.03058686,0.037828628,0.024182335,0.03236819,0.025258172,0.024389345
AC117430.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
PHLDB2,0.026760934,0.013128187,0.027956573,0.048755776,0.017522631,0.019094102
CCDC80,0.026798453,0.029785551,0.02691141,0.018177629,0.02939761,0.033935495
CFAP44,0.03317449,0.03328002,0.021587897,0.034674797,0.024670977,0.023496984
CCDC191,0.027602274,0.027877307,0.022631023,0.03427707,0.021753393,0.02183478
UPK1B,0.01639158,0.015382736,0.027524365,0.017037349,0.023735277,0.046010733
MAATS1,0.023801472,0.030723814,0.01701634,0.026773723,0.01743131,0.016751176
LINC02049,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
CSTA,0.026987057,0.016939215,0.046129163,0.025393654,0.031259738,0.04388399
HEG1,0.022725156,0.0141264135,0.024654513,0.04389448,0.024739278,0.022825088
CFAP100,0.021708453,0.029655244,0.017613694,0.021478152,0.018036246,0.017084826
AC016968.1,-0.009368794,-0.009368793,-0.009368793,-0.009351721,-0.009394405,-0.009360258
RUVBL1,0.033708833,0.033600602,0.028236479,0.03069271,0.028056007,0.027414594
EFCAB12,0.01639158,0.021951249,0.013314282,0.015267408,0.013304773,0.014260796
NEK11,0.030271165,0.032103676,0.021859933,0.035683185,0.022180494,0.02195649
CLDN18,0.045871675,0.01636632,0.012300376,0.058536578,0.019158445,0.021145701
DZIP1L,0.022257991,0.025879635,0.01496746,0.02079809,0.0163925,0.014129788
NME9,0.023394274,0.021229502,0.013477785,0.02734393,0.014823486,0.014129788
